userName,content
apa Kau,apk menambah wawasan jangkauan pengguna sosial media
Irsyad Azzahir,terimakasih detik edu  
T Eddy Wiparwanto,saya kasih bintang     karena ngeselin  hrs login masuk akun mpc komentar melihat membaca      malah ribet      sorry sy uninstall detikcom   
rijali shabri wahid,semoga independen
Mahardhika Wijaya,kebanyakan clickbait 
aryanto hernan,ahli gizi kaget  soalnya susah log in nya sampe skrg gagal mungkin udah jantungan kali ahli gizi nya jadi nya ribet bgtu
Destrian Wahyudi,luar biasa  memudahkan informasi terupdate
Didie Wachyuddin,nice job
Bambang Satriadi,berita nya terupdate
Rian Nopriansyah,berita nya update terpercaya
Papa Rintik,update
Dian Yuhendar,      
Muhammad Ramli,klo aplikasi iklan ny mending   downlaaod    
Satria Haka,terus tingkatkan kualitas nya  komentar dipilih  kayaknya buzer nya yg muat komentar nya
Supriyanto,good job
Nono Foxy,penyajian berita tata kelolanya bagus
Adi Irwan,akurat tajam setajam mandau kalimantan   hahaha  dengan detikcom  gak menunggu info berita terkini terubdate   kemanapun melangkah  ada luang saja  saya membuka mencari berita terkini detikcom  jadi praktis ekonimis  baik ditengah kota hutan sekalian  ada jaringan signal handphone   langsung buka link detikcom  jadi tunggu orang orang informasi secepat kilat  mantap 
Untung Ershi Dps Bali,kurang abdet
Juariah Alisa,ovo membantu
muklis arifin,berita update ulasan lengkap
Annita Meityas Putri,top news makers numero uno
Hasanah Izatul,baru coba aplikasi ini  semoga bermanfaat
Yan Laze,menyebalkan registrasi mpc susah benar     konyol
faiz hartono,beritanya up to date     membuka cakrawala dunia    keren keren keren    mantap tapi sayang   unit kolom yg buka   baca ribet helth   sex       syaratnya    harus itu   
Muhammad Syarifudin,ui nya mudah dipahami
cahaya songcover,aplikasi bagus recomended  menambah wawasan  bacaannya kreativ 
yani tinikai,bagus beritanya    dan pertama     
slamet Arjuna,portal berita terakurat terpercaya
Rizka Adha Putra,aplikasi berita pilihan     
Mahmud Ali,okk  oc
imam sadaruddin,berita nya update tepercaya
DICKY HARDIYANTO,rujukan utk update berita
H 27TM,udah perbaikan setidak nya berita artis gk mutu sdh berkurang
Firdaus Ali,tempatnya buzer bayaran
Aning Ning,aplikasi yg bagus mempermudah cari informasi berita terkini
Dodi rafael29,     
Concorde Taft Sumedi,god
sinandar bandarnata,bagus beritanya  semoga up to date
Soeharto Qta1,ringan informatif  mudah mudahan netral
Masaul K Ahmad,best of the best lah 
Zulherfin Zubir,banyak iklan 
"ROBY PANAHUAN, S.P",oxe
Adis,ct corp ekosistem collect data  sejak akusisi bank harda justru pengguna detik terganggu dgn mpc yg log out sendiri   pelanggan detik nasabah allo bank  
bayu totoyugi,mau comment gk lagi seperti block
faisal assegaf,terlalu iklan spam  
Presna Pristiyanti,semoga update teroo 
mgs mulyadi,uptodate beritanya
gabriel hacker,tetap mantap 
Danu Sartono,easy to read
Padha Ramadhan,tidak netral keliatan pronya
Ratna Kartika sari,updte bgt beritanya   suka banget detikcom
Jembatan 1,informasinya up to date
Bunder Leker,harus independen  
nasori Soy,menjadi berita amanah tajam terpercaya
Muhammad Falah Ridha,semakin baik   
Dyka Peratama,apksi ny mantap pnuh birita terperca
Soedjiman Gumilar,beritanya menarik
Zainul Azhar,cukup bagus berita  nya
Ade Satrio,siswa smp minat membaca berita berita    
Gudang Kayu,tolong berimbang penyuguhan berita  misalnya    harus informasi pembanding narasumber berkaitan dgn pihak    smangat detik com
Yall 03,terbaikk
Firnandos Gandoz,detik detik oke
wahyu widyarti,udah login  pas update login lagi  tapi susah banget login
Dwi Saputra,sudah login  kenapa suruh loging melulu   detikcom payah uninstal klu sainganya yg bagus merepotkan  komentar aja loging ulang melulu
yoyo sby,udah gw pake nih apk mantul
Tri Haryadi,hip
Maria Lim,good kalu notifikasi berita pas dibuka ngak pas point beritanya  malas carinya
Josani 97,tai
demi heart,tidak ketinggalan dengan berita terbaru nya
Gal A12,nih gua kasih kalo rating teros
ochiem doank,nambah wawasan  semoga kedepannya lagi    
Nanang Cahyadi,goodjob
Robert Christian Rorek,beritanya aktual   terpercaya 
fredy budimansujatmiko,ber iklan
muhammad Sofyan,tolong update selanjutnya  menonton live tv layar menyala  live terhenti layar hp mati
Vicky papavio,terupdated dan tajam
Westindo Abadi,berita akurat terkini
Nasha Farm,selalu update berita
kentul kenyut,sekarang ribet  iklannya numpuk 
Harli Hutagalung,selalu update beritanya
fadhil hakim,ok bed
Andri Firmansyah,mantaap
nu gampang2,download ribet banget register nya  delete ah
Ruddy Fairad,terima kasih edukasi informasi baik 
Fredrick Sampelan,beritanya aktual
Rudi Go,menemani
Toufan,gw suka detik gatau dah taun pengikut setia  tapi susah bed login   dgn berat hati gw uninstal sebel mulu     
Uly riwu kaho,uptodate lah    cuman kadang lelet loadingnya  knapa yaa  
nanang setiawan,masih tetep    iklannya parah  dan parahh nonton aja banget iklannya
Devid,setiap buka komentar  login  ribet
Azw I,ga
Marlia Paul,so far so good
Ti Kno,aplikasi cepat bgus
M.Fikry.M,mantab informasi
Moch Isako Yuda,detikcom yg keluaran      dgn           beda banget  yg keluarna      isi beritanya simple   ga bertele  ga iklan  sedangkan detikcom yg versi keluaran              interface  bikin ribet  acak an   gak rapih  isi beritanya bnyk yg ga penting  iklan   video yg ga menarik lihat  maaf detikcom  kasih rating   dulu  kualitas detikcom yg dgn versi skrg jelek banget   ga enak baca 
Fachrul Rozi,kurangin      donk
Yurhadi Luiz,updatenya jelek tulisannya biru nggak bikin sakit mata
Zulkifli Dalimunthe,enak diikuti beritanya
Emil Mansur,corong pemerintah  beritanya objektif 
Agus Zamronie,mantap  
Yusuf Rachmanto,berita online update cepat
Hans Raja,top banget
DONATUS EHE BEREN,bagus utk ikuti berita terupdate
Benz Boy,berita aktual  
Adi Setiawan,iklannya gila  ga skip  klo ngiklan mah kira      detik aja orang dah kesel lihatnya  saking nyedot kuota   menit         maaf ya gaa kasih ampun deh  mamam nih bintang aja
Koswara Dede,orai polisi naning bandung
Rama Arel,algoritma pa word masuk aneh    ganti pa word error mulu   giliran dicoba ganti pa word dgn klik lupa pa word dn dicoba masukkan pa word notif pa word lama   aneh algoritmanya   giliran pa word dinasukkan dr notif pa word dn nomor telp sesuai    menjengkelkan   
Nana Suryana,                                              
Sadewa Sadewa,lebih independen biar sukai publik  terima kasih
Risya Muttaqien,media imbang  baca kabar terkini saja  sisanya sampah
Agus lumbir,mantep
saiful anwar,biasa aja
Kartika Dhina,makin sukses
Cerita _Borak,update mntap
Hasan Khabibbullah,aplikasi berat  susah login  iklan banyak  love you   detikcom  
yulia ariani,beritanya cepat berimbang
Anyer 41,susah  komen aja byk aturan  kayaknya kolom komentar corong buzzer
Aji Iqbal,kebanyakan iklan  beritanya sih update bgt  males aja media yg udah condong sebelah  ga objektif kasih pemberitaan nya  semoga independen  beritanya netral 
The H Family,semoga beritanya aktual bermanfaat pembaca 
delta pramudya,udah pake detikom   tiba  akun berubah   udah               login pake akun gak bisa    akhirnya unsintal pake apl  berita laen
Moh Nurhadi,terupdate tercepat
Yusuf Terah,lebih berpotensi berita yg dikirim
Beny Botak,nice knews
Mang Iwan K11 Entertainment,uninstall   mulai media ga
Safarudin Ote,sayasuka
Parlin Ajah,cepat akurat info nya
herry yuliandi,smg detikcom yg terdepan terupdate 
abdul aziz,ok banget
dims scooter,goog
Tikus Star,tetap jurdil  hindari hoak menjaga persatuan bangsa akurat dlm pemberitaan
Aan Ans,semakin ribet masuk akun mac
Sony Irawan,males banget klik klik disini  baca doble doble  udah gitu komen daftar mpc srgala
Muhammad Naufal Khairullah,media sampah  orang orangnya begitu  binatang 
Jemmi Purwodianto,mantap beritanya  politiknya  sudah bosan berita politik begitu  aja hahaha
Anas Arrow,mhantap berita nya slama up to date perdetiknya  
Yuliastanto Xo,sekarang kebanyakan iklan
Santoso Rafain,ibu negara contoh kpd masyarakat wanita memamerkan budaya agama bangsa lain 
Picado Xielton,berguna  mantap
Giyarno,males instal nya iklannya  trus kalo yg web halamannya  dulu   halaman de halaman     gak panjang  bgt  bikin bikin boros kuota  trus judul beritanya jelek bgt  ngasih info tp seolah  nanya pembaca  mungkin bikin penasaran tp jd males nge klik nya
Teguh Handoko,berita up to date  terpercaya  enak membacanya    
Edy Priyanto,akurat berita
Tony Chrisman,good news      
ayah nyonyo,semakin iklan baris jaman koran kertas   ngga asiik    
Zaky Zidane2016,dri sy sk membaca berita  update teruslah  kabarkn smua nya
Ajo Rodi,mtp
syaifullah thaib,cepat dipercaya
Rc Official1945,parah log error
muhammad salik ibrahim,emang bagus koq   salah raja media kan  sayang komen  detik syarat  nya sampe harua buka rekg  allo bank segala    koq segitunya ya
Rivaldi Sasmita,mulai      iklannya maksa banget lg scroll berita otomatis buka lazada  mending uninstall aja ribet org baca dialihin lazada terus  semoga cepat perbaiki
Robbysugara Sugara,ya oke
IRWANSYAH,agar tau berita terkini
RIKO FRASTIYO,tahun           langganan baca web blackberry ponsel  lama update nya jarang asalan alias menarik berita update alhasil gue ga baca
Andi Ummu Afiev,tidak butuj
Erickson Manalu,lumayan update
Toni Mendrofa,semoga detikcom  memberitakan tanah air sampai pelosok    terimakasih
zulfansuheri,nomer rumah blok     
Islah putri pratama Islah putri pratama,aal     lql
Maspur Belekok,ok   sangat mempermudah meng update wawasan umum  
mubing pp,bagus beritanya  
Rio Anwar,baguslah pokok nya  sdh tdk pindah  info berita dri detik
Defrizal Rusli,semakin jelek  buka app dipaksa nelan iklan sampah
Thany Fachri,sangat informatif  terpercaya  berimbang 
tedjalaksana tedjalaksana,mlm    the
Aldi Rinaldi,smua berita yg lengkap    update
Iwanzen 72,oke banget dehh      
Agung Perdana,pada nonton moto gp live trans   aplikasinya gk play work
iskandar y,sementara   aja  krn login daftar mpc  gunanya apa  hanya baca berita aja ribet
Armei Wibowo,cukup bagus mohon beritanya beragam baca
Widiningsih B,berita suka
ASEP VLOG,login detikcom wajib registrasi allo bank  itu pemaksaan coy
Kristop Turangan,nga  buka artikelnya    signal wifi
Rony Setyawan,berilah berita yg bnr  keyataan
Tumo Alas,sekarang media ala ngonten sampah   click bait
Aldhaeru Rachman,sudah daftar susah masuk rekomendasi
Muh.jaynul Jainul,no komen
sulita batigol,selalu aplikasi berita gadget manapun 
abdul jalil,bertahun  pakai detikcom makin bagus  buruk  lama  kabur tuh
marulloh Ulloh,registrasi komentar ribet  registrasi tp login
Mari Bekerja,sekarang kaya baca koran     yang coment menurun drastis  mau coment pake ribet          
Surya Wibisana,berita isinya diposting berulang    judul berbeda  contoh bpjs kesehatan 
mugi santosa,aplikasi berita yg baik  berita akurat waktu  hanya log in  selalu log in akun komentar  respon komentar berita
Nur Intan Purba,sy plg suka membaca detik  krn berita indonesia dunia menjad tau terpercaya terdepan menyajikan berita       
Nasrul Amin,aplikasi kanal navigasi bagus mudah dipahami orang aplikasi ini  rumit memiliki akun komentar artikel berita akun auto logout rumitnya berganti jenis akun  sungguh praktis alot 
muhammad ismail,jadi ragu  donload reviuw nya jelek  smua
al Jee,dikit  log out sendiri    parah   amatiran  log in nya susah   
are gee,aplikasi penjajah  dipaksa log in ganti akun  setiap kali log out  log in ber kali    parah
Wahyy Riadi,tidak login
Made Wijaya Kusuma,bagus informatif
Eli Nonika,saya detik com tapi versi ribed udah nyoga daftar login berkali  ga masuk  akses koment ga masuk berita  bagus yg tandain bintang ilang karna uninstal teruw download tetep aja login susah jadi males sebenernya lama  pindah nih
Sepriyanto Abi,sangat up date 
Dedi Sutarman,kebanyakan iklan tolong muncul mulu
Ramon Chandra,cukup bagus beritanya
lutfi argobi,mengecewakan
best one cctv,saya uninstal   why     makin sinu maksa orang alihin iklan   orang gk klik apa  otomatis play store lazada  ngaco   
Sahrul Ramadhan,sangat puas
Linlin Jaenudin,iklannya bikin emosi   
Monica Cicilia Dimoe,selalu upto date
Agus Pro,kirain aja ngasih bintang   ribet komen  login login pindah akun lah  susah  ternyata udah yg ngasih bintang   
Muh Irfan solihin,beritanya good pertahankan
asri akbar,kok yg muncul cm judul doang  beritanya mana   bingung aq
Ari Wibowo,gagal trus login gara  musti pindah akun mpc 
Sarwanto Sarwanto,suka apdid beritanya
Dadan M,mantap baca berita mudah
Willy Nakato,mau komen susahnya ampun terpaksa unistall
Maltadamia Tisha,beritanya up to date   nyata   terpercaya  no hoax
lisin par,ok menyediakan berita  terupdate dg cepat 
Tigor Zorro,partisan
Mamat Gojali,iklan nya suka automatis masuk lazada  itu yg bikin ga nyaman  enak  baca berita
Heru P,link ga dibuka  buat akun susah  pindah kanal lain 
Lina Pang,sering kali judul berita isi beritanya gak nyambung gak berkaitan sekali   
Hector Zulcany,good apk
Asep Hartono,media informasi online mantap  keren
Pengguna Google,detil  cepat  informatif tepercaya   tapi utk buka rumit ya 
Waluya Jati,beritanya update   
Wihyanto Wily,ttp bintang   skrg loguot
Deedee Chideng,sekarang banya iklan pinjol  tolol lo
Wahyu Lenz,mpc kalo mw buka   tolong dbikin simple aja
Miko Yusrie,sya pembaca setia detik arahkan beralih akun mpc tpi daftar berulang  gak susahnya ampun gimna si
Nasywah Kamila,padahal di update tpi sdri
Syahrel Lubis,suka beritanya
Uyan Aryadi,berita mantul
Muhammad Muizzuddin,banyak cebinya kolom komen
Sugeng Santoso,informasi yg tersaji bagus menginspirasi tapi kadangkala membosankan  alangkah baiknya iklan rokok sejenisnya tampilkan jam       terimakasih 
pramedi Hidayat,saya mengikuti detikcom   sejak thn       berita informasi aktual mudah dipahami  terimakasih detikcom semoga berkembang 
Yanas Khoir,susah komen akun terhubung aloo bank dear ct corp jualan maksa terima kasih
endang purnawinata,ya tv bagus ya om agus yg          
mbak kotimah,migrasi akun sulit sandi betul tetep gak
WIWIN,mau login aja susahnya ampun   lama  kesel juga   tolong perbaiki aplikasinya trims
Harun Kr,beritanya aktual 
Nolito 93,beritanya bagus uptodate sayang aturan ruwet komentar login gagal gagal alasan
Qazwsx Edcrfv,wohc  
Hadi Hidayat,ya belajar dunia digital mudah belajar menjelajah ga rugi pokonya
Selvia Van,jelek
Mahesa Djenar,sangat cepat menerima berita detik com oke
Budi Sk,pop up nya mengganggu
NUR Hasan,semoga lagi     
Riduan Aritonang,beriita nya update  suka bacanya  semoga berita yg dibawakan berimbang fakta ada  
Ning Aih,tdk mnrik
Steven Tinungki,skrg login ko susah banget ya  udah puluhan sy aplikasi ini  skrg sy delete ajalah    ribet login aja bikin pusing   
Anton Soeprijatno,ok bos
Abdul Ma'ruf,portal berita andalanku   uptodate realistis  
Catur Agus Adi Saputro,udah uninstall ribet  video yg tiba  play   iklan membabi buta  kirain udah baik  sama    
uda afdal,komen berita aja rumit  dftar  sni lbih dri dftar  kua
Imo chanel,berguna   login nya susah ya
suherman suherman,beritanya yg
EW Tanto,setelah update hp hang dan gak diback  uninstall saja sampai perbaikan
Palau Guada,nice
SARANI,berulang kali login  nggak logut  lemot detik videonya  komentar kali kirim tampil sehabis di update
Rifky Afandi,aq suka detikcom mudah cepat mencari berita       
Unicorns Kawaii's,beritanya lengkap mudah baca mode gelap
Muh Mufarihin,berita nya yg terbaru bahasa nya ribet mudah dipahami
THE TAMPAN,kolom komentar isinya ekstrim    minim moderasi  komen yg menyudutkan islam dibiarkan  cenderung membiarkan komen  liberal  lagi  berita negeri cenderung media  msm barat  pemberitaan rusia ukraina cenderung berat sebelah  agak pro ukraina kayaknya  
yusril ikhzan,hura hura    
riyono saputro,app bagus cuma ribet
Syahrir Ramadhan (H. Ariel),biasa aja  login susah  kadang berita ga bermutu
muchtar Budiman,detikcom berita yg terbaru lengkap enak baca 
Husban Almaaly,cukup lengkap beritanya
Nobel GhinachToemidjchan,uninstall aja ngk perbaikan
Asririn saputra,berita cepat
Cecep Hermawan Cecep Hermawan,detikcom  rudet ayeuna mah  biasa nya lancar  aja
Aira rahayu,utk login diarahkan register data mpc tp spt mengarah utk allo bank    yg aja oey  utk buka akun mbanking oey  
M. Khoiruddin Murtadlo,detik jelek iklan
Alya Shofia,gak orang anak   pas daftar tertulis kelahiran      bilange umur cukup  goblok
hery Oke,kenapa bentar  login sih  udah komen kayak gini tp gak perbaikan  admin tim it kayaknya bengong kayak ayam sawan  kayak aplikasi hebat aja  yg lain    uninstall   
Zack Mubarak,berita terupdate     mantab
Ahmad Hudri,informatif  cepat aktual
Burhan ABU FR,yang kecewa komen login  ribet login nya 
Edi Setiawan,akun suka tiba  jd klo koment masuk masuknya jd ribet pindah mpc 
Sugi Anto,maaf sy aplikasi komentar tolong perbaiki tks
Adi Supriyanto,ya bagus
La Wa,detik aneh  dipaksa login dgn akun baru   ga bisa      uninstall aja
Mustkoentz Channel,kalau komen belibet
J Sutarjo,tetap pertahankan pilar negara demokrasi
Radityo Rukmono,lumayan
Salihin Lihin,dilam hidup pesti penga man yg hidup  
Demsi Rizal,always reading first news media  
tita naura,jelek bgt app nya  suka error profe ional
fifianti sholikha,web nya bad bgt
Tjhai hendry,berita krg update
Nindya Wibowo,berita artikel bodoh
Siti Dzakiroh,sering log out
Yatno Darmawan,detik emang ok
zamhari abdul hakim,syukurilah hidup adanya    semuanya anugerah allah         
